Name,County,Location,Dedicated Date,Lattitude,Longitude,Marker Type,Missing?,Categories,Marker Text,Text Len,Year,
Berean Institute,Philadelphia,"1901 W. Girard Ave., Philadelphia","Wednesday, October 17, 1990",39.97258,-75.16755,City,No,"African American, Education, Religion","Founded in 1899 by Rev. Matthew Anderson, pastor of Berean Presbyterian Church and founder of Berean Savings Association, this school taught Blacks skilled trades not available elsewhere. Later the curriculum was expanded to meet changing student needs.",253,1990,
Marian Anderson,Philadelphia,"At Union Baptist Church, 1910 Fitzwater St., Philadelphia",1993,39.94312,-75.1745,City,No,"African American, Performers, Women","World-renowned contralto. As a child she sang in this church. Toured Europe & U.S. starting in the 1930s. Her concert at the Lincoln Memorial, 1939, drew 75,000 people. First African-American in Metropolitan Opera, 1955. Delegate to UN, 1958. Died 1993.",253,1993,
John Nepomuk Maelzel (1772-1838),Philadelphia,"NW corner, S 5th St. & St. James Ct., Philadelphia","Monday, July 5, 2004",39.94694,-75.15044,City,Yes,"Business & Industry, Entrepreneurs, Ethnic & Immigration, Invention, Performers, Sports & Recreation","German-born inventor and showman; exhibited nearby at Maelzel’s Hall, 1826-1831, assisted by Wm. Schlumberger. His Automaton Chess Player (The Turk) was famous for games with Franklin & Napoleon. He patented a metronome; made hearing aids for Beethoven.",253,2004,
Benjamin Smith Barton (1766-1815),Philadelphia,"712 Arch Street, Philadelphia (subsequent research has found 726 Arch to be the actual site of Barton's home.)","Sunday, December 19, 2004",39.95398,-75.1504,City,No,"Education, Exploration, Science & Medicine, Writers","Physician, professor of natural history and botany at the University of Pennsylvania. Author of first American botany textbook. In 1803, he taught natural history to Meriwether Lewis in preparation for Lewis & Clark Expedition, 1803-1806. He lived here.",253,2004,
Ricketts' Circus,Philadelphia,"S 12th & Market Sts., at Loew's Hotel, Philadelphia","Thursday, July 15, 1982",39.95158,-75.15994,City,No,"George Washington, Performers","America's first circus building was opened here at 12th and Market Streets, April 3, 1793. On that day the English equestrian John Bill Ricketts gave America's first complete circus performance. President Washington attended his show later that season.",252,1982,
Louis I. Kahn (1901-1974),Philadelphia,"1501 Walnut St., Philadelphia","Thursday, June 24, 2004",39.94903,-75.16572,City,No,"Buildings & Architecture, Education, Professions & Vocations","Among the foremost architects of the late 20th century. Trained in the Beaux-Arts method at the University of Pennsylvania, Kahn redefined architecture through his extraordinary use of mass, light, and structure. A Penn professor, his office was here.",251,2004,
Girard College Civil Rights Landmark,Philadelphia,"NE corner, Corinthian and Girard Aves., Philadelphia",1992,39.97312,-75.16986,City,No,"African American, Civil Rights, Education, Government & Politics, Professions & Vocations","In 1930s, lawyer Raymond Pace Alexander challenged the school's restriction (mandated by Stephen Girard's 1831 will) to poor white orphans. Attorney Cecil B. Moore later went to the federal courts; by a 1968 ruling the school was opened to all races.",250,1992,
Paul Philippe Cret (1876-1945),Philadelphia,"516 Woodland Terrace, Philadelphia","Saturday, May 23, 1992",39.94902,-75.20466,City,No,"Bridges, Buildings & Architecture, Professions & Vocations","A celebrated architect and civic planner, Cret lived after 1911 here at 516 Woodland Terrace in this block of Italianate villas built in 1861. His legacy includes the Benjamin Franklin Bridge, Rodin Museum, and (in Washington, DC) the Folger Library.",250,1992,
W.C. Fields (1880-1948),Philadelphia,"NW corner, N 8th & Market Sts., Philadelphia","Monday, October 13, 1997",39.95145,-75.15382,City,No,"Motion Pictures & Television, Performers","American comedian, raised in Philadelphia, noted for his irreverent wit. Starting out as a vaudeville juggler, he won enduring fame on screen and radio. He was in over 40 motion pictures, 1915-44. As a lad, he worked for a time at Strawbridge's here.",250,1997,
Pennsylvania Academy of the Fine Arts,Philadelphia,"At the Academy, 118 N Broad St., Philadelphia","Wednesday, November 17, 2004",39.95501,-75.16307,City,No,"Artists, Buildings & Architecture, Education","America's oldest art museum and school, founded 1805 by Peale, Rush, and other artists. Trained here were Thomas Eakins, Mary Cassatt, Maxfield Parrish, John Marin, Charles Demuth and others. Furness and Hewitt designed the Neo-Gothic building, 1876.",250,2004,
Giovanni's Room,Philadelphia,"NE corner, S 12th & Pine Sts., Philadelphia","Sunday, October 9, 2011",39.94501,-75.16128,City,No,"Buildings & Architecture, Civil Rights","Founded in 1973, the bookstore served as a refuge and cultural center at the onset of the modern lesbian, gay, bisexual, and transgender (LGBT) civil-rights movement. The store provided resources to those working to gain legal rights for LGBT people.",250,2011,
Giannini Family,Philadelphia,"735 Christian St., Philadelphia","Saturday, October 1, 2005",39.93851,-75.15573,City,No,"Music & Theater, Performers","Acclaimed operatic family. Father, tenor Ferruccio (1868-1948), sung on first disc, 1896. Daughter Dusolina (1900-86) was a Metro- politan Opera soprano. Son Vittorio (1903-66) was a composer & taught at Curtis Institute and Juilliard. Resided here.",249,2005,
Samuel S. Fleisher Art Memorial,Philadelphia,"719 Catharine St., Philadelphia","Tuesday, September 13, 2005",39.93904,-75.15509,City,No,"Artists, Education","Founded in 1898 as the Graphic Sketch Club; oldest free community art school in the United States. Nearly 5,000 students study art here annually. Alumni include Frank Gasparro, former chief engraver for U.S. Mint, and Louis Kahn, renowned architect.",249,2005,
Francis Johnson (1792-1844),Philadelphia,"536 Pine St., Philadelphia","Saturday, October 3, 1992",39.94383,-75.15166,City,No,"African American, Performers","""America's first native-born master of music"" lived here. A prolific African-American composer. Trumpeter of 1st Troop, City Cavalry. Bandmaster, 128th Regiment, Pa. Volunteer Infantry. He was a major force in early American music; traveled widely.",248,1992,
William Whipper (1804?-1876),Philadelphia,"919 Lombard St., Philadelphia","Sunday, June 28, 1992",39.94366,-75.15736,City,No,"African American, Business & Industry, Underground Railroad, Writers","A founder, American Moral Reform Society, he edited its journal, 1838-39. Active in the Underground Railroad, he aided hundreds of slaves passing through Columbia, Pa., 1847-60. Conducted lumber business in Columbia and this city. Later lived here.",248,1992,
Siegmund Lubin (1851-1923),Philadelphia,"21 S 8th St., Philadelphia","Friday, May 6, 1994",39.95047,-75.15368,City,No,"Business & Industry, Invention, Motion Pictures & Television, Professions & Vocations","A motion picture pioneer, famed as the first movie mogul. In optical shop here in 1897, began his empire of six studios in five states. His technical genius and marketing skill did much to popularize the medium. Bankrupt by 1916; died in obscurity.",248,1994,
Ebenezer Don Carlos Bassett (1833-1908),Philadelphia,"2121 N 29th St., Philadelphia",1993,39.98827,-75.18039,City,No,"African American, Education","Educator and diplomat. Bassett was principal, Institute for Colored Youth, 1857-69. He was U.S. minister to Haiti, 1869-77; appointed by President Grant, he was the first African-American to receive a diplomatic post. Here he lived his last years.",247,1993,
Knowlton,Philadelphia,"8001 Verree Rd., Philadelphia","Saturday, November 12, 1994",40.07233,-75.07452,City,No,"Buildings & Architecture, Houses & Homesteads","Country house designed by Frank Furness (1839-1912), one of the 19th century's most innovative architects. Built in 1881 for banker William Rhawn, its design captured the spirit of the Victorian age and set new standards for domestic architecture.",247,1994,
W.E.B. Du Bois (1868-1963),Philadelphia,"NW corner, S 6th & Rodman Sts., Philadelphia","Sunday, October 29, 1995",39.94245,-75.15224,City,No,"African American, Civil Rights, Education, Writers","African American scholar, educator, and activist. A founder of the NAACP. From 1896-1897, he lived in the College Settlement House at 617 Carver (Rodman) St. while collecting data for his classic study, published in 1899, ""The Philadelphia Negro.""",247,1995,
Haym Salomon (1740-1785),Philadelphia,"At walkway to synagogue, 45 N 5th St., Philadelphia","Sunday, September 7, 1997",39.95116,-75.14719,City,No,"American Revolution, Ethnic & Immigration, Military, Professions & Vocations, Religion","Financier of the Revolution. Came to America ca. 1772. Imprisoned by British, 1776 and 1778. Lived in Philadelphia, 1778-85; active in its Jewish community. A broker, he lent money heavily to support the war. Never repaid, he himself died in debt.",247,1997,
Ora Washington (1899-1971),Philadelphia,"6128 Germantown Ave., Philadelphia","Friday, November 5, 2004",40.04133,-75.17963,City,No,"African American, Sports & Recreation, Women","African American athlete who dominated black women’s tennis, 1929-1937. She won eight national singles titles from American Tennis Association; starred with Philadelphia Tribunes, women’s basketball team, 1932-1942; played and taught here at YWCA.",247,2004,
Female Medical College of Pennsylvania,Philadelphia,"2900 W Queen Ln., at Drexel College of Med. entrance, Philadelphia","Monday, September 30, 1996",40.01972,-75.18103,City,No,"Education, Science & Medicine, Women","First degree-granting women's medical school in nation, founded 1850. Renamed (1867) Woman's Medical College of Pa. by Ann Preston, Dean. Coeducational, 1969. Became Medical College of Pa., 1970; Allegheny University of the Health Sciences, 1996.",246,1996,
Roy Campanella (1921-1993),Philadelphia,"Simon Gratz High School, N 18th St. & Hunting Park Ave., Philadelphia","Wednesday, May 29, 1996",40.01465,-75.1562,City,No,"African American, Baseball, Sports & Recreation","A record-breaking catcher with Brooklyn Dodgers, 1948-57. He began his professional baseball career while in high school here. In Negro League, 1937-42, '44-45. MVP, National League, 1951, '53, '55. All-Star, '49-'56. Baseball Hall of Fame, 1969.",246,1996,
Rev. Isaac Leeser (1806-1868),Philadelphia,"Market St. between 54th & 55th, Philadelphia","Monday, September 28, 1998",39.96082,-75.23076,City,No,"Ethnic & Immigration, Publishing & Journalism, Religion, Writers","The eminent Jewish leader is buried here. Minister, Congregation Mikveh Israel, 1829-1850. Founder of the influential journal, The Occident, 1840; its publisher until 1868. A teacher and scholar, he translated the Hebrew Bible into English, 1853.",246,1998,
Owen Wister (1860-1938),Philadelphia,"5203 Germantown Ave., Philadelphia","Sunday, October 7, 2001",40.03101,-75.16672,City,No,"Motion Pictures & Television, Writers","Author of ""The Virginian"" (1902), which became the prototype for the Western novel. This work defined the cowboy as folk hero & coined the phrase, ""When you call me that, smile!"" Born here, Wister was a lifelong resident of the Philadelphia area.",246,2001,
Alfred J. Reach (1840-1928),Philadelphia,"1820 Chestnut St., Philadelphia","Friday, April 4, 2003",39.95172,-75.17137,City,No,"Baseball, Sports & Recreation","Pioneer baseball professional; a great early 2nd baseman. Played for the Philadelphia Athletics, 1865-75. Phillies' first owner & president, 1883-1902. Published ""Official Base Ball Guide."" His A.J. Reach & Co., maker of sporting goods, was here.",246,2003,
Robert Mara Adger (1837-1910),Philadelphia,"823 South St. (at S Darien St.), Philadelphia",1993,39.94257,-75.15621,City,No,"African American, Professions & Vocations, Underground Railroad","Businessman, activist, bibliophile lived here. Director, Philadelphia Building & Loan Assn., pioneering Black firm. Amassed and donated a major collection of rare books, pamphlets on Blacks, antislavery. Founded Afro-American Historical Society.",245,1993,
Mario Lanza (1921-1959),Philadelphia,"634-36 Christian St., Philadelphia","Sunday, November 7, 1993",39.93833,-75.15453,City,No,"Motion Pictures & Television, Music & Theater, Performers","The beloved tenor was born here as Alfredo Cocozza. Here as a boy he learned the arias of many operas. Became a radio, concert, record artist. After signing with M-G-M in 1947, he made seven films; had the title role in ""The Great Caruso,"" 1951.",245,1993,
St. Mary Magdalen De Pazzi Parish,Philadelphia,"714 Montrose St., Philadelphia","Monday, May 2, 1994",39.93757,-75.15546,City,No,"Buildings & Architecture, Ethnic & Immigration, Religion","Founded in 1852 as the first Italian national parish in the U.S. by St. John N. Neumann, Bishop of Philadelphia. New churches were dedicated here, 1854 & 1891. The Delaware Valley's largest Italian community became centered in this neighborhood.",245,1994,
St. Thomas' African Episcopal Church,Philadelphia,"SW corner, S 5th St. & St. James Ct., Philadelphia","Sunday, September 30, 1984",39.94654,-75.14983,City,No,"African American, Buildings & Architecture, Religion","Organized in 1792 as an outgrowth of the Free African Society, formed 1787. The original church edifice stood here. Under the ministry of the Rev. Absalom Jones (1746-1818), a former slave, this became the nation's first Black Episcopal church.",244,1984,
Prince Hall Grand Lodge,Philadelphia,"4301 N. Broad St. (Pa. 611), between St. Luke & Bristol, Philadelphia","Saturday, September 8, 1990",40.01908,-75.1489,City,No,African American,"This Masonic lodge was named after Rev. Prince Hall, founder of Freemasonry among African-Americans. The first Grand Master of African Masonry was Absalom Jones, organizer in 1797 of Philadelphia's first lodge, the African Lodge of Free Masons.",244,1990,
Vincent Persichetti (1915-1987),Philadelphia,"Curtis Institute of Music, 1724 Locust St., Philadelphia","Friday, May 9, 1997",39.94892,-75.17055,City,No,"Education, Music & Theater","Philadelphia-born, he was one of this city's noted composers. He wrote nine symphonies & many other instrumental & choral works. A 1939 Curtis Institute graduate, he taught at the Philadelphia Conservatory, 1939-62, & Juilliard School, 1947-87.",244,1997,
Edmund N. Bacon (1910-2005),Philadelphia,"JFK Blvd., between N 15th & N 16th Sts., Phila.","Wednesday, September 13, 2006",39.95378,-75.16563,City,No,"Buildings & Architecture, Cities & Towns, Professions & Vocations","Internationally known urban planner, his design concepts shaped Philadelphia's city landscape. As city planning director, 1949 to 1970, his legacy includes Penn Center, Market East, Society Hill, the Far Northeast, Yorktown, and LOVE Park here.",244,2006,
Kahal Kodosh Mikveh Israel,Philadelphia,"313 Cherry St. at Orianna St., Philadelphia",1991,39.95311,-75.14584,City,No,"Ethnic & Immigration, Religion","In 1782 this congregation built Philadelphia's first synagogue at this site. Established about 1740, it had first worshiped in rented quarters here. The congregation built a larger synagogue 1824, and has been elsewhere in the city since 1860.",243,1991,
John Page Nicholson (1842-1922),Philadelphia,"1805 Pine St., Philadelphia","Saturday, May 2, 1998",39.94066,-75.18694,City,No,"Civil War, Military, Professions & Vocations","A veteran of the Civil War, he was a leading military historian. Editor & compiler of the two-volume Pennsylvania at Gettysburg. Active in preservation efforts at Gettysburg & Valley Forge. In 1888, a founder of The Civil War Library & Museum.",243,1998,
"Legendary Blue Horizon, The",Philadelphia,"1314 N Broad St., Philadelphia","Friday, October 24, 2003",39.97389,-75.15898,City,No,"African American, Sports & Recreation","Built to house wealthy businessmen and their families (1865), and later the headquarters for the Moose Lodge (1912). By the 1960s the Blue Horizon was known as the center of African American community life and as a world renowned boxing venue.",243,2003,
"Gay Rights Demonstrations July 4, 1965 - 1969",Philadelphia,NW corner of S 6th & Chestnut Sts.,"Friday, July 1, 2005",39.94939,-75.15071,City,No,"Civil Rights, Government & Politics 20th Century",Annual public demonstrations for gay and lesbian equality were held at Independence Hall. These peaceful protests and New York’s Stonewall riots in 1969 & Pride Parade in 1970 transformed a small national campaign into a civil rights movement.,243,2005,
Presbyterian Church in the U.S.A.,Philadelphia,"NW corner, Arch & N 3rd Sts., Philadelphia","Saturday, July 1, 1989",39.95224,-75.14543,City,No,Religion,"Here, in its first General Assembly held May 21-24, 1789, the Presbyterian denomination in America was formally organized on a national basis. This took place in the city's Second Presbyterian Church, which was at this site from 1750 to 1837.",242,1989,
Jack and Jill of America Foundation,Philadelphia,"1605 Christian St., Philadelphia",1993,39.94041,-75.16969,City,No,"African American, Education, Women","Founded 1938 by Marion Turner Stubbs, Lela Jones, and nine other African-American mothers of middle-class families to provide activities for their children despite racial segregation. The local chapter - first in the U.S. - formerly met here.",242,1993,
Mother Jones (1830-1930),Philadelphia,"N Broad St. & JFK Blvd., N side of City Hall, Philadelphia","Saturday, November 12, 1994",39.95255,-75.1641,City,No,"Labor, Women","Mary Harris Jones began the March of the Factory Children here, July 1903, to dramatize the need for child labor legislation. Born in Ireland, Jones was an organizer and inspiring presence in the U.S. coal, steel, and textile labor movements.",242,1994,
Nicholas Biddle (1786-1844),Philadelphia,"715 Spruce St., Philadelphia",2000,39.94581,-75.15337,City,No,"Business & Industry, Entrepreneurs, Exploration","The financier, statesman, & scholar lived here. President, 1823-1836, Second Bank of the United States, the nation's central bank. He also spurred the rise of Greek Revival architecture and edited the journals of the Lewis & Clark expedition.",242,2000,
Crystal Bird Fauset,Philadelphia,"5403 Vine St., Philadelphia",1991,39.96513,-75.22794,City,No,"African American, Civil Rights, Government & Politics, Women","The first Black woman elected to a state legislature in the U.S. Fauset, who lived here, won her seat in the Pennsylvania House of Representatives, 1938. She later served as a Civil Defense race relations advisor under Franklin D. Roosevelt.",241,1991,
Jessie Redmon Fauset,Philadelphia,"1853 N 17th St., Philadelphia",1993,39.98284,-75.16189,City,No,"African American, Women, Writers","Born to one of Philadelphia's old families. Literary editor, ""The Crisis,"" 1919-26. A prolific writer of New Negro Renaissance fiction, she produced four full-length novels in addition to her poems and critical essays. She died here in 1961.",241,1993,
Henry George,Philadelphia,"413 S. 10th St., Philadelphia","Sunday, November 18, 1984",39.94418,-75.15819,City,No,"Business & Industry, Government & Politics, Writers","The famous American economist was born here, September 2, 1839. His book ""Progress and Poverty"" sold in the millions. Tax socially produced land values, he urged, instead of individually produced labor and capital. He died 1897 in New York.",240,1984,
Jacob C. White Jr. (1837-1902),Philadelphia,"1032 Lombard St., Philadelphia",1991,39.94397,-75.15944,City,No,"African American, Baseball, Education, Science & Medicine, Sports & Recreation, Underground Railroad","A Black educator who lived here, White was the principal of the Robert Vaux School for forty years. He was a founder of the city's first Black baseball club, the Pythians, and the first president of the Frederick Douglass Memorial Hospital.",240,1991,
A.M.E. Book Concern,Philadelphia,"631 Pine St., Philadelphia","Saturday, June 1, 1991",39.94402,-75.1531,City,No,"African American, Religion","Here in 1836 a church related company began printing hymnals, religious materials, and works by Black authors of the period. In 1847 The Christian Recorder was published here. Bishop Benjamin Tucker Tanner was editor of the firm until 1884.",240,1991,
Billie Holiday (1915-1959),Philadelphia,"1409 Lombard St., Philadelphia",1993,39.94485,-75.16576,City,No,"African American, Music & Theater, Performers, Women","Known as ""Lady Day,"" she was called the greatest jazz vocalist of her time. Starting in 1933, she recorded with Benny Goodman, Teddy Wilson, and others. Notable songs include ""Lover Man,"" ""Strange Fruit."" In this city, she often lived here.",240,1993,
George Gordon Meade (1815-1872),Philadelphia,"S 19th St., between Panama St. & Delancey Pl., Philadelphia","Saturday, November 6, 1999",39.94688,-75.17293,City,No,"Civil War, Military","Soldier, civil engineer. Major General, U.S. Army. Commander, victorious Army of the Potomac at Battle of Gettysburg, 1863. Philadelphia was his family's home; he died at No. 1836 here, in a house given to him for his service to the nation.",240,1999,
Benjamin Rush (1745-1813),Philadelphia,"Keswick & Rayland Roads, Philadelphia","Thursday, June 20, 2002",40.07738,-74.98563,City,No,"American Revolution, Education, Government & Politics, Government & Politics 18th Century, Science & Medicine, Professions & Vocations","Physician, humanitarian, educator, patriot leader. He signed the Declaration of Independence, opposed slavery, and supported public health & social reforms. Known as ""Father of American Psychiatry."" His house of birth stood here until 1969.",240,2002,
Opportunities Industrialization Centers,Philadelphia,"N 19th St., between Turner & Oxford Sts., Philadelphia","Friday, November 23, 1990",39.97855,-75.16603,City,No,"African American, Education","Established here in an abandoned jailhouse in 1964, O.I.C. was founded by Rev. Leon H. Sullivan and achieved worldwide recognition as a self-help vocational training center for Blacks which opened job opportunities formerly closed to them.",239,1990,
African Zoar Methodist Episcopal Church,Philadelphia,"401 Brown St. (at N 4th), Philadelphia","Saturday, June 2, 1990",39.96383,-75.14465,City,No,"African American, Religion, Underground Railroad","Founded here in 1794 by 15 men and three women from St. George's Church, led by Rev. Harry Hosier. Zoar was active in the Underground Railroad and moved to 12th and Melon Streets in 1883. It is United Methodism's oldest Black congregation.",239,1990,
St. Augustine's Roman Catholic Church,Philadelphia,"235 N 4th St. at New St., Philadelphia","Saturday, October 28, 1995",39.95547,-75.14617,City,No,"Buildings & Architecture, Government & Politics, Government & Politics 19th Century, Religion","First U.S. foundation, Augustinian Order, 1796. In 1844 the original church here was burned during Nativist riots. This and other violence led to a state law requiring police forces, 1845, and to consolidation of the city and county, 1854.",239,1995,
Arch Street Meeting House,Philadelphia,"Arch St., between 3rd & 4th Sts., Philadelphia","Friday, December 17, 1954",39.95237,-75.14577,City,No,"Buildings & Architecture, Religion, William Penn",The meetinghouse was built in 1804 on a burial ground granted by William Penn in 1701. It has been continuously used as a place of worship and center for activities of the Religious Society of Friends (Quakers) of the Philadelphia region.,238,1954,
Henry L. Phillips (1847-1935),Philadelphia,"620 S 8th St., Philadelphia",1993,39.94182,-75.1555,City,No,"African American, Religion","Baptized a Catholic, reared a Moravian, and ordained an Episcopal priest, Phillips transformed the Church of the Crucifixion into a Black cultural center, known for its social outreach. He was a founder, American Negro Historical Society.",238,1993,
New Century Guild,Philadelphia,"1307 Locust St., Philadelphia","Thursday, June 19, 1997",39.94791,-75.16267,City,No,"Labor, Women","Founded 1882 by Eliza S. Turner. One of the oldest and largest organizations created to advance the interests of women in the labor force. Originally located on Girard St., the Guild moved to Arch St. in 1893 and to this location in 1906.",238,1997,
John W. Coltrane (1926-1967),Philadelphia,"1511 N 33rd St., Philadelphia","Tuesday, July 17, 1990",39.9803,-75.18878,City,No,"African American, Music & Theater, Performers","A pioneering African-American jazz musician, composer, saxophonist. Coltrane used African and Indian elements to create a distinctive style which at first shocked audiences but ultimately gained wide acceptance. He lived here, 1952-1958.",237,1990,
Paul Robeson (1898-1976),Philadelphia,"4951 Walnut St. (at 50th), Philadelphia","Monday, April 8, 1991",39.95651,-75.22143,City,No,"African American, Music & Theater, Performers","A Rutgers athlete and Columbia law graduate, Robeson won renown as a singer and actor. He was a noted interpreter of Negro spirituals. His career suffered because of his political activism, and he lived his last years here in retirement.",237,1991,
"Philadelphia Zoo, The",Philadelphia,"3400 W Girard Ave. at zoo entrance, Philadelphia","Thursday, June 27, 1996",39.97473,-75.1958,City,No,Sports & Recreation,"""America''s First Zoo."" Chartered 1859 as the Zoological Society of Philadelphia. A wildlife refuge and a zoological garden, the zoo has long been committed to fulfilling its public mission: conservation, research, education, recreation.",237,1996,
Eastern State Penitentiary,Philadelphia,"2200 Fairmount Ave., Philadelphia","Thursday, May 2, 1996",39.96732,-75.17311,City,No,"Education, Government & Politics, Government & Politics 19th Century","Original prison built 1822-1836 on a radial plan by John Haviland. Linking solitude with moral and vocational instruction, it exemplified the Pennsylvania System of penology and became a model for over 300 prisons worldwide. Closed 1971.",237,1996,
Shibe Park/Connie Mack Stadium,Philadelphia,"N 21st St. & Lehigh Ave., Philadelphia","Saturday, November 1, 1997",39.99539,-75.16467,City,No,"African American, Baseball, Sports & Recreation","Early Major League baseball park opened here, 1909. Renamed, 1953. Home to Athletics, 1909-1954; Phillies, 1938-1970. Site of three Negro League World Series; five A's World Series victories. Among first to host night games. Razed, 1976.",237,1997,
Henry O. Tanner (1859-1937),Philadelphia,"2908 W Diamond St., Philadelphia","Saturday, January 19, 1991",39.98792,-75.18123,City,No,"African American, Artists, Religion","While living here, Tanner studied at the Pennsylvania Academy of the Fine Arts. His earlier works portrayed the ordinary lives of African-Americans. After moving to Paris, Tanner painted religious subjects and won international acclaim.",236,1991,
Benjamin Franklin (1706-1790),Philadelphia,"Chestnut St. between 3rd & 4th Sts., at Nat'l. Liberty Mus., Philadelphia","Saturday, June 30, 1990",39.94881,-75.14683,City,No,"Government & Politics, Government & Politics 18th Century, Invention, Science & Medicine, Professions & Vocations, Publishing & Journalism, Writers","Printer, author, inventor, diplomat, philanthropist, statesman, and scientist. The eighteenth century's most illustrious Pennsylvanian built a house in Franklin Court starting in 1763, and here he lived the last five years of his life.",235,1990,
Federal Street Burial Ground,Philadelphia,"Federal St., between 11th & 12th Sts., Philadelphia","Thursday, October 4, 1990",39.93513,-75.16279,City,No,"Civil War, Education, Military, Professions & Vocations, Publishing & Journalism, Religion","Congregation Mikveh Israel's second cemetery, founded 1849. Here are buried Abraham Hart the publisher; Alfred Mordecai, soldier and engineer; Dr. Sabato Morais, rabbi and educator; Judge Mayer Sulzberger; and noted Civil War veterans.",235,1990,
"Children's Hospital of Philadelphia, The",Philadelphia,"S 34th St. & Civic Center Blvd., Philadelphia","Tuesday, September 24, 2002",39.94883,-75.19298,City,No,"Buildings & Architecture, Invention, Science & Medicine, Professions & Vocations","The nation's first children's hospital, 1855. A pioneer in pediatric care, preventive medicine, and research, the hospital developed lifesaving vaccines, invented newborn surgical techniques, and advanced care for children with cancer.",235,2002,
London Coffee House,Philadelphia,"SW corner, Front & Market Sts., Philadelphia",1991,39.94946,-75.14222,City,No,"African American, Business & Industry","Scene of political and commercial activity in the colonial period, the London Coffee House opened here in 1754. It served as a place to inspect Black slaves recently arrived from Africa and to bid for their purchase at public auction.",234,1991,
Institute for Colored Youth,Philadelphia,"915 Bainbridge Sts., Philadelphia",1991,39.94183,-75.1577,City,No,"African American, Agriculture, Education, Labor","Begun as a farm school. In 1852 it became one of the first schools to train Blacks for skilled trades and teaching. It gained recognition here under Fanny J. Coppin, principal, 1869-1902. Relocated, it later became Cheyney University.",234,1991,
Octavius V. Catto (1839-1871),Philadelphia,"812 South St., Philadelphia",1992,39.94245,-75.15593,City,No,"African American, Civil Rights, Civil War, Education, Government & Politics, Military","An early graduate of the Institute for Colored Youth, Catto, who lived here, was an educator, Union army major, and political organizer. In 1871 he was assassinated by rioters while urging Blacks to vote. His death was widely mourned.",234,1992,
America's First Lager,Philadelphia,"905 N American St., Philadelphia",2001,39.96458,-75.14191,City,No,Business & Industry,"In 1840, John Wagner brought lager yeast from his native Bavaria and brewed the nation's first lager beer. Later, other German immigrants began brewing lagers, which soon became popular & promoted growth of America's brewing industry.",234,2001,
Christ Church,Philadelphia,"N 2nd St., between Market & Arch Sts., Philadelphia","Friday, December 17, 1954",39.95093,-75.14354,City,No,"Government & Politics 18th Century, Religion","Founded, 1695. Erection of present building begun in 1727. Bells were brought from England in 1754. Among the noted persons buried here are James Wilson and Robert Morris, Signers of the Declaration of Independence, and Bishop White.",233,1954,
First Protest Against Slavery,Philadelphia,"5109 Germantown Ave. at Wister St., Philadelphia","Saturday, October 8, 1983",40.03009,-75.16492,City,No,"African American, Ethnic & Immigration, Government & Politics, Religion","Here in 1688, at the home of Tunes Kunders, an eloquent protest was written by a group of German Quakers. Signed by Pastorius and three others, it preceded by 92 years Pennsylvania's passage of the nation's first state abolition law.",233,1983,
Wissahickon Inn,Philadelphia,"Springfield Ave. in front of inn, Chestnut Hill Academy, Philadelphia","Tuesday, June 14, 1988",40.06208,-75.20723,City,No,"Buildings & Architecture, Business & Industry, Education, Inns & Taverns","Opened May 30, 1884 by the industrialist Henry H. Houston as a 250-room summer resort hotel. The architects were G.W. and W.D. Hewitt. Since 1898 the Inn has served Chestnut Hill Academy (founded 1850) which acquired ownership, 1940.",233,1988,
James Forten (1766-1842),Philadelphia,"336 Lombard St., Philadelphia","Tuesday, April 24, 1990",39.94254,-75.14858,City,No,"African American, Professions & Vocations, Underground Railroad","A wealthy sailmaker who employed multi-racial craftsmen, Forten was a leader of the African-American community in Philadelphia and a champion of reform causes. The American Antislavery Society was organized in his house here in 1833.",233,1990,
"Dunbar Theatre, The",Philadelphia,"SW corner, S Broad St. at Lombard, Philadelphia",1992,39.94445,-75.1655,City,No,"African American, Buildings & Architecture, Music & Theater, Performers","Erected here by Black bankers, this theater was home to the Lafayette Players, popular vaudeville entertainers. Later bought by white interests and renamed the Lincoln, it hosted major Black performers from the 1920s into the 1940s.",232,1992,
First African Presbyterian Church,Philadelphia,"N 42nd & Girard Ave., Philadelphia",1993,39.97355,-75.20954,City,No,"African American, Religion","Founded 1807 by John Cloucester, a former slave who was instrumental in establishing Presbyterianism among African-Americans. First edifice was dedicated 1811 at 7th & Bainbridge Streets. Church has been at this location since 1957.",232,1993,
Christian Street YMCA,Philadelphia,"1724 Christian St., Philadelphia",1991,39.94089,-75.17195,City,No,"African American, Education, Sports & Recreation","Opened in 1914, this is the first Black YMCA to have its own building. A social center and meeting place for African-American organizations, it provided recreational and educational opportunities for members of the Black community.",231,1991,
Joseph Bonaparte (1768-1844),Philadelphia,"260 S 9th Street, Philadelphia","Sunday, January 9, 2000",39.94634,-75.15614,City,No,"Government & Politics, Government & Politics 19th Century","The elder brother of Napoleon and deposed king of Naples & Spain lived here, 1815,-1816. The house was built about 1813. During Joseph's occupancy here, this was a gathering place for Bonapartist refugees & other French nationals.",230,2000,
